,Tenure,Age,Contacts,Income,Bandwidth_GB_Year,Yearly_equip_failure,Tablet,Gender,Techie
3615,13.77358,64,1,26074.94,1672.058732,0,1,1,0
4656,8.747794,41,2,50135.13,1246.19633,1,1,1,0
6975,68.96214,49,0,7611.79,6084.96355,0,0,2,1
4350,5.402848,68,0,45125.98,1445.492967,1,0,2,0
711,11.84987964,20,2,19474.37,1064.895012,0,1,2,0
6478,68.3716,32,0,81934.59,6510.228805,0,0,2,0
9129,54.22814,34,0,61023.12,5333.340832,0,0,2,0
8204,55.15311,53,2,26921.3,5553.582983,1,0,2,0
9203,64.82482,82,2,26417.57,5662.268037,1,0,1,0
712,3.976305626,18,2,23775.33,743.4780761,1,0,1,0
9112,67.82028,29,0,20516.44,6595.169591,0,0,1,0
1245,9.323157168,51,2,42002.93,1486.494353,0,0,2,0
9785,64.39513,21,1,68679.87,5860.239584,0,0,2,1
6848,52.17722,68,1,113002.5,4469.238447,0,0,2,0
5133,68.00474,77,2,74776.99,6414.916465,0,0,1,0
715,5.156978882,24,1,68647.24,1112.686143,1,0,2,1
3463,3.648755,65,0,31719.35,1078.773197,1,0,1,0
4394,23.04458,26,2,30421.01,2218.850381,0,0,2,1
4568,14.41688,79,1,8328.28,1458.177149,1,1,1,0
8803,55.40847,42,0,9374.34,4843.560902,0,0,1,1
8489,59.60557,53,1,35950.39,5648.297688,0,1,1,0
7701,50.52613,54,0,46463.47,4711.946736,0,0,1,0
212,1.416592892,81,0,92447.71,757.0097075,0,0,2,0
9767,50.71914,66,2,52074.5,4468.541647,0,1,2,1
6838,65.52033,61,1,29132.18,5847.553618,0,0,2,0
1010,3.976063151,80,1,35681.35,587.1708313,0,0,1,1
323,5.953547112,71,1,11591.09,1354.401018,0,0,1,0
5396,66.66268,84,1,53466.67,5905.250692,0,1,1,0
5990,48.95603,42,1,63482.69,4556.968246,0,0,2,0
3172,9.254257,84,0,30511.85,1574.095143,0,1,1,0
334,8.701581043,79,0,11179.42,1451.201108,0,1,2,0
8305,69.22914,88,0,82535.24,6261.739568,0,0,2,0
2210,8.696181,41,1,75769.12,737.6363933,0,0,2,0
4271,2.337769,23,1,4308.47,763.7190374,1,0,2,0
6740,56.5926,21,1,97310.88,5718.847373,0,0,2,0
233,16.0708543,27,3,41151.14,1575.683555,0,0,2,0
5950,66.17964,43,1,20707.68,5988.164218,1,0,2,0
5737,50.89715,53,3,71367.15,4646.442659,0,0,2,0
7921,63.87305,30,1,18998.58,5633.418217,0,0,1,0
2348,17.4028,30,0,40410.46,2221.185633,0,1,2,1
2036,7.231407,28,1,10533.21,1388.550492,1,1,1,0
7484,70.1758,42,1,78971.09,6558.341155,1,0,1,0
6006,69.30257,67,2,13077.96,6008.369934,0,0,1,0
4553,3.071976,70,2,6980.4,398.8495205,1,0,2,0
8072,63.36271,58,2,15635.34,6078.982231,0,1,1,0
1458,6.203299256,39,0,33945.2,633.9224183,0,0,2,0
3288,20.45201,86,2,24173.97,2239.792619,0,0,1,1
3064,11.81853,20,2,97694.83,1247.347617,0,0,1,0
9436,41.84938,81,0,18531.6,3717.758451,1,0,2,0
774,9.07068647,88,2,11391.26,1099.486982,1,1,2,0
6832,57.22067,64,1,12416.43,5123.664714,1,1,2,0
871,12.84560044,66,2,34901.12,1266.982166,0,0,1,0
8749,62.60438,81,2,87775.72,5716.118122,0,0,1,0
1263,18.95221637,41,0,67940.02,1839.699549,0,0,2,0
4833,15.06895,69,0,34094.81,1672.336606,0,0,1,0
3894,28.2824,31,0,28814.47,2945.865945,0,0,2,0
6323,63.27315,50,0,70152.92,6259.103852,2,0,2,0
9212,50.48733,30,3,78411.45,4984.78563,0,0,2,0
7019,56.02685,60,0,81459.82,5067.409908,0,0,1,0
1220,8.886360176,60,2,41058.3,1340.373707,0,1,2,0
1446,9.605264775,24,2,39373.92,1100.161591,0,1,2,0
3184,13.51008,69,0,25891.09,1392.159775,0,1,2,1
408,19.244458,77,2,31300.68,1889.642423,0,1,2,0
4344,12.18592,44,0,16314.59,1638.620437,0,1,1,0
3021,2.80856,26,0,10270.29,585.3561113,1,1,2,1
2303,13.71891,55,0,50428.1,2259.182707,1,0,2,0
6271,66.97309,19,2,72149.15,6269.834827,0,0,2,1
8280,67.92804,88,0,87907.66,6208.609729,0,0,1,0
6641,69.53494,66,2,17315.37,6038.193062,0,0,1,0
6955,43.84471,81,2,47545.74,3927.326903,0,0,2,0
2109,12.31839,62,1,38302.75,1821.920781,1,0,1,0
5351,60.09421,72,4,7128.29,5276.705264,1,1,2,0
9683,64.92481,54,1,13001.78,5469.698389,0,0,1,0
8343,65.93469,51,3,30913.36,5765.178653,1,0,1,0
4549,5.628186,79,2,69833.88,650.4414677,0,0,2,0
1880,18.37212028,57,1,18651.96,1924.903884,1,1,2,0
5945,58.66502,87,3,100352.4,4810.255665,0,0,2,0
1737,4.186523762,69,1,57730.91,720.6019295,0,1,2,0
7793,47.56294,84,0,4850.34,4149.007278,0,0,2,0
5212,69.34472,60,2,16416.66,6414.954544,0,0,1,0
3208,3.212519,79,1,22667.79,897.8110864,0,0,2,0
7082,52.61618,53,2,30788.59,4957.613255,0,0,1,0
2055,2.104985,29,1,6923.8,626.494018,1,0,1,0
1688,1.030630574,63,1,53817.02,310.1585772,0,0,1,0
4779,1.90586,44,1,36514.93,362.550034,0,1,2,0
7475,67.69622,37,1,46014.14,6077.472038,1,0,2,0
7876,45.10633,49,0,18911.43,4710.915257,1,0,1,1
6749,67.20269,80,1,76436.8,6031.136319,2,1,1,0
8555,65.11394,33,2,65978.69,6200.072737,0,1,1,0
8122,70.74838,87,2,27615.28,5936.910583,0,1,2,0
6990,70.44382,27,1,48630.21,7138.308718,0,0,1,1
8266,58.28008,25,1,48702.23,5629.15203,0,1,1,0
8539,61.3684,25,0,68500.11,5659.896824,0,0,2,1
3392,3.239188,83,2,31515.73,500.3610113,1,1,2,1
6325,53.02286,32,1,67872.22,5149.296023,1,0,1,1
3528,8.096457,49,0,7111.66,1054.806106,0,1,2,1
4604,7.445235,21,0,82130.46,1450.159924,0,0,1,0
7023,48.05636,86,2,39513.49,5006.189003,0,1,2,0
6321,57.76658,25,1,31517.51,5250.409842,0,0,1,0
745,9.539962975,50,2,3563.55,1535.462356,0,1,1,0
710,5.567028377,48,2,24034.97,1207.740526,3,1,1,1
379,5.204853319,54,1,54373.35,1572.045646,0,1,2,0
8782,55.09485,49,4,7742.36,5278.98567,0,0,1,1
3011,1.799293,89,1,25979.07,690.1873853,0,1,2,0
8858,68.69992,60,0,19603.48,6215.161258,0,0,1,0
7152,44.19918,70,0,23823.89,3922.960514,1,1,1,0
8566,60.55095,89,0,4263.18,5161.466055,0,0,1,0
3497,4.565947,63,3,32997.15,619.4159878,0,0,2,0
3889,20.66493,42,0,68443.57,2616.607102,0,0,2,0
4484,1.204999,64,1,57588.9,744.1347048,1,0,1,1
4011,5.107455,52,0,19839.57,1113.503645,0,0,2,0
2619,6.368504,76,1,27520.03,1756.610979,0,1,1,0
6670,61.80438,29,1,46780.96,5841.605467,0,0,1,0
6512,62.05469,80,2,146317.6,5735.926133,1,0,1,0
3467,18.80644,54,0,60633.22,1893.522906,0,0,0,0
1313,7.442451151,89,1,80803.77,1030.206721,0,0,2,0
8605,68.52272,49,1,9317.9,5900.606745,2,1,2,0
2069,12.85483,46,1,67172.04,1918.333346,1,0,1,0
2982,2.089917,54,3,32987.01,900.0678019,0,1,2,0
5914,51.83337,23,1,18537.85,4543.82768,0,1,2,0
9170,67.20074,39,0,69555.01,6098.579126,0,0,2,1
1285,1.963127209,85,1,76184.47,771.9557231,0,0,2,0
8990,67.01837,29,0,38670.96,6058.185844,0,0,2,0
8429,68.03642,59,1,61395.66,6273.278412,0,1,2,1
1349,6.485770796,44,3,57644.66,1291.915318,1,0,1,0
2611,2.333094,30,1,51136.82,530.0667964,0,1,1,0
9494,71.83314,45,0,13399.38,6378.988565,0,0,2,0
3668,2.912281,23,0,31991.43,553.494246,0,0,2,0
2221,7.94384,83,1,58563.96,610.2392527,0,1,2,0
427,10.03363969,85,1,76984.15,1467.273158,0,0,2,0
653,28.38835566,40,1,22790.72,3249.417944,0,0,1,0
9913,64.56596,64,1,21655.06,5334.066746,0,0,2,0
3535,5.886852,38,1,79280.36,842.193169,1,0,2,0
7736,58.6688,59,1,35215.76,5382.024213,0,0,2,0
3245,16.23853,23,3,77235.23,2024.875698,0,1,2,0
4740,9.986348,55,1,73225.47,1944.472438,0,1,2,1
9068,51.7077,24,1,21409.9,4962.803058,0,1,2,0
4099,14.87149,70,1,27967.87,1532.242102,0,0,2,0
4100,11.94952,67,1,39176.98,1692.14874,0,0,2,0
6959,44.9964,60,1,115783.2,4363.955591,0,0,1,0
611,6.396338897,58,3,58324.01,821.4684599,2,1,1,1
4288,22.05456,56,2,14725.39,2701.761153,2,0,1,1
8570,38.84886,20,2,34759.58,3810.881389,0,1,2,0
9712,67.28651,50,1,9085.42,6489.765211,0,0,2,0
1543,1.992846597,38,0,28822.56,718.7685676,1,1,2,0
9535,67.95509,58,0,58106.82,5878.395212,0,0,1,0
3853,2.504861,18,0,54288.64,900.8621208,0,0,2,0
554,11.40192641,32,4,46353.07,1808.501398,1,0,2,0
6365,71.89548,61,2,16382.76,6510.261516,0,0,1,0
511,8.792119046,58,2,146494.7,1216.325478,0,0,1,0
3206,10.49454,21,1,21294.79,1274.915029,0,0,2,1
8084,63.08151,69,1,28900.26,5163.620396,1,0,2,0
967,5.566520625,70,1,20377.63,1434.828418,1,0,2,0
6043,66.69757,47,2,57748.04,6245.097339,0,1,1,1
6879,42.72759,21,1,52047.29,4529.902067,0,0,1,0
6775,66.3883,67,2,67334.21,5753.311311,0,0,2,0
3295,9.961602,42,2,54417.19,1086.270579,0,0,1,0
8701,71.40033,35,1,16214.75,6083.031895,1,0,2,0
3429,10.28514,76,0,13616.82,1907.528361,0,0,1,0
8870,37.90754,36,2,22289.83,3794.802552,1,0,1,1
6962,43.13392,48,2,34918.56,3788.474047,1,0,2,0
2088,3.737401,19,0,10120.05,1010.521133,0,0,1,1
8499,53.91114,35,0,67999.95,4810.280705,0,0,1,0
6162,62.36767,57,1,20664.99,6211.970512,0,1,2,1
3210,6.976028,36,1,22140.82,867.4232348,2,0,2,0
9200,52.30521,82,0,31023.93,4956.677539,0,1,1,0
6605,68.16171,55,0,15629.36,5943.852289,1,0,1,0
1109,4.611940238,81,2,26031.22,722.0878256,1,0,1,0
5728,58.74129,80,2,24964.32,4901.491925,0,0,2,0
7829,64.22099,18,2,9037.43,5845.299468,1,1,1,0
1038,2.606228436,36,1,67235.07,1097.505591,0,0,1,0
1194,9.764790968,70,0,3223.21,891.5354705,0,0,2,0
4474,2.589118,38,1,32253.23,1351.962079,0,0,1,1
9874,67.9048,62,3,5629.62,5680.56077,0,0,2,0
2122,15.2109,43,4,66031.23,1875.199655,1,0,1,0
4982,2.63695,19,0,46256.01,657.1195012,1,1,1,0
8973,65.33904,31,2,48781.9,6212.33447,0,0,2,0
5700,70.62907,20,1,94995.33,6045.138773,0,0,2,0
934,11.58576976,56,1,76785.63,1706.688082,1,0,2,1
6101,66.58949,35,1,19755.4,6058.310861,0,1,1,0
4689,3.422801,63,0,2606.74,1245.217129,1,0,1,1
394,7.138784756,81,1,11655.88,1500.69101,0,0,2,0
4685,4.527148,77,1,20122.14,932.0065474,0,0,2,0
8776,66.31761,72,1,71822.03,6123.146207,0,0,1,0
9165,66.57985,44,1,79942.93,6076.755109,0,0,1,0
5980,67.28766,47,3,68899.06,5764.291132,0,0,2,0
9942,70.26711,66,0,18974.4,7006.344444,0,0,1,0
2191,7.109947,22,0,36224.99,1245.2646,0,1,1,0
1297,7.273510936,74,0,135171.31,677.1757219,0,0,2,0
5044,71.37293,29,0,7596.94,6227.163207,1,1,1,0
1162,9.26064585,20,0,99100.1,1821.82345,0,1,2,0
4254,1.14019,71,1,115681.5,396.3110471,0,0,1,0
6372,62.88109,57,1,47658.35,5470.575506,0,1,1,0
1527,9.117084502,33,1,33691.63,1234.871994,0,0,2,1
4342,15.10828,86,1,38499.66,1740.076162,3,1,1,0
2030,3.434965,20,1,25686.47,782.5670721,0,0,1,0
3060,17.09722,62,1,61879.76,2397.112902,0,0,2,0
58,15.72071086,58,2,14568.7,1868.864027,0,0,1,0
2405,1.813049,63,0,37853.52,571.8948363,1,1,1,0
5006,69.33909,23,0,55448.47,6430.574874,0,0,1,1
6157,60.16638,65,1,39713.66,5203.543626,0,0,2,0
7375,69.05527,47,0,55327.65,6243.093544,0,1,2,0
4506,15.12559,35,1,114401.9,2229.929037,0,1,1,0
5214,56.51532,31,1,45747.52,5133.883667,0,1,2,0
6029,63.86174,82,1,86574.82,5280.455768,0,0,2,0
1780,10.73057042,64,1,19832.1,1572.393016,0,0,2,0
5447,61.33997,83,1,54073.62,5270.685618,0,0,2,1
4606,2.347884,58,0,23080.06,616.2094946,0,0,2,0
6914,61.50384,75,0,75523.18,5388.601578,0,1,2,0
676,9.75910234,73,1,54937.5,871.2907856,1,0,2,0
3582,16.76542,62,2,7582.93,1771.904961,1,0,1,0
3653,1.598259,23,2,12382.36,1179.03962,0,0,1,1
7920,50.84495,28,0,34629.11,4495.259979,0,0,1,0
9499,51.43424,67,0,46323.88,4422.020076,1,0,2,0
2732,11.16116,55,2,33541.35,1262.191241,1,0,1,0
4787,26.54684,58,0,2904.8,3238.304359,1,0,2,0
2754,10.44767,21,1,32423.61,1810.906541,0,0,1,0
2337,3.399281,51,0,13564.03,517.7918192,0,0,1,0
3643,11.6573,28,1,47854.43,1447.576599,1,0,1,0
7737,54.67568,39,2,17571.8,5467.571494,1,0,2,0
5516,62.40564,55,1,47824.43,5620.564008,0,0,1,0
5246,54.91169,32,0,49730.51,5655.227579,0,1,1,0
866,5.541384803,48,1,37922.51,1212.756335,0,1,1,0
4447,1.193519,46,0,56868.44,863.525358,0,1,1,0
5071,64.15566,60,2,17244.42,5917.993233,1,0,2,1
4881,2.223563,87,1,35805.47,873.3472232,0,0,1,0
9510,63.05783,30,0,52859.9,5573.580119,1,0,1,0
3002,5.519258,77,0,25806.54,1153.07333,1,0,1,0
2225,3.478065,66,1,72382.94,889.8305751,0,0,1,0
9056,55.7768,23,0,34414.35,5244.106579,0,0,1,0
4826,1.530293,21,1,40948.07,814.3727251,0,0,1,0
7621,70.82444,62,0,35176.64,6551.009938,0,1,2,0
9689,59.67243,34,1,31959.42,5441.885561,0,0,1,0
5500,65.52904,87,2,57937.88,5489.048081,0,0,2,0
9700,49.16112,88,1,45179.37,4293.055528,0,0,1,0
8478,60.42738,61,0,29727.21,5394.817414,0,1,1,0
5502,68.96904,64,1,30466.06,6237.268861,0,1,2,0
1210,3.106980528,58,0,5028.44,708.8254196,0,0,2,0
9083,70.00904,19,1,27756.42,5837.932606,0,0,2,0
2288,3.908371,67,2,91903.25,841.0151958,0,0,1,0
2183,21.58352,81,2,1179.53,1988.072662,0,1,2,0
2862,8.24734,21,1,63171.36,1667.506374,0,0,2,0
6861,38.65509,64,2,34467.27,3451.316704,0,0,1,0
2362,1.5183,68,0,34688.33,315.1395676,0,1,1,0
8463,64.48112,23,2,6820.51,6048.807482,1,0,2,0
6332,69.27984,65,1,22711.6,5817.831567,0,0,2,1
4064,2.415421,32,0,58887.16,981.7181093,0,0,2,1
9546,56.31703,25,4,84285.17,5490.224221,0,0,2,0
617,5.770302149,65,0,8690.46,829.9759818,0,1,2,0
3281,5.207616,23,1,14413.03,990.5923177,1,1,0,0
5226,68.3703,73,2,43155.28,5802.915462,1,0,0,1
3397,7.557333,22,1,159113.5,1262.139061,0,0,1,0
3065,28.06447,19,0,35980.24,2722.383309,1,1,2,0
766,6.587201276,81,0,14999.93,1026.300872,0,0,1,0
7078,70.95891,79,0,35090.13,6120.455574,0,0,2,0
5279,70.30482,63,0,81034.18,6071.607482,1,0,2,1
4149,10.573,67,1,61117.27,1089.662539,1,0,2,0
1144,12.81011786,52,2,19821.7,1714.568513,1,0,2,0
4248,12.48694,77,2,9954.05,1795.593522,0,0,1,0
4110,4.120579,61,0,20646.5,1063.553,1,0,2,0
462,13.99579075,39,0,50666.54,1877.852717,2,0,1,1
2932,22.38582,63,2,10192.04,2149.727449,0,0,1,0
4623,13.55138,37,1,3717.97,2117.66,1,0,2,0
3813,2.398402,54,0,54984.96,840.4153973,0,0,1,1
6308,59.42279,27,1,22686.88,5375.898345,0,1,2,0
4341,12.12501,52,1,42523.79,1419.040968,0,1,2,0
5300,68.53091,19,1,25785.57,5989.870888,1,0,1,0
6804,71.27557,24,1,17298.74,6321.378623,1,0,2,0
3282,3.98008,77,0,79480.55,724.2818214,0,0,2,0
2574,16.79677,76,0,20552.64,1820.926895,0,1,1,0
7961,55.16171,76,0,23274.77,4581.646496,1,0,2,1
7879,56.84758,43,0,99932.29,5004.513585,0,1,1,0
828,7.48578642,20,1,32011.39,1311.269805,0,0,2,0
6486,66.57869,71,1,10542.11,6289.493619,0,1,1,0
7599,63.35604,80,2,96190.74,5959.251896,0,0,2,0
2540,7.409027,24,1,40019.17,1280.53691,0,1,2,1
5746,67.93006,76,0,68192.09,6640.554732,0,0,2,1
8526,68.79248,20,3,112839.8,6101.712749,0,0,1,0
9566,63.9229,70,1,18840.87,5416.863521,0,0,2,1
3742,12.29093,26,1,74229.42,1687.611214,1,0,1,0
7498,56.56448,82,2,28254.82,5369.680372,0,1,1,0
3524,18.34717,62,1,67893.56,2022.620666,1,0,2,0
20,20.45390977,38,0,39624.21,2330.319383,3,0,1,0
1915,12.85056526,63,2,65329.46,1710.216611,0,0,1,1
6571,49.22513,65,1,55588.22,4457.488637,0,0,2,1
9018,64.49231,51,1,95509.68,5885.972229,0,0,2,0
2012,8.433722,84,3,23978.67,1042.452905,0,1,2,0
5405,57.33843,26,1,131834.1,5228.370243,0,0,1,0
1295,4.397705634,62,0,27329.96,476.4598684,2,0,2,0
3745,15.49078,41,0,114160.2,2175.607761,0,0,2,0
591,11.41238102,47,1,25331.3,1511.115195,1,0,2,0
1406,9.331730104,62,1,24216.4,1579.887065,0,1,1,0
221,4.973046104,32,1,22533.05,1204.479468,1,0,2,0
5617,55.31656,23,0,32255.86,5247.418341,0,1,2,0
6248,61.93975,65,1,8103.04,5534.772119,2,0,1,0
4418,7.332162,21,1,36562.75,1207.587701,1,1,1,0
858,17.28550612,83,1,17280.24,2195.914801,0,0,1,0
1783,2.851017432,83,2,40031.03,479.0156739,0,1,2,0
7259,59.98863,76,1,10037.48,5213.694521,0,0,2,0
6856,58.22037,36,2,41344.45,5136.846144,0,0,2,1
1954,16.56587766,19,1,37816.75,1645.259689,0,0,2,0
1746,13.28713487,79,0,56096.93,1606.847228,0,1,2,0
3132,8.220002,43,2,167566.6,871.198033,1,1,2,0
8036,51.47333,54,1,60703.43,5072.473187,0,0,2,0
8850,64.56459,76,2,21499.0,6235.697033,1,1,2,1
994,5.011675804,74,0,109366.11,1464.182884,0,0,2,0
6108,55.42423,81,1,34424.64,5214.554943,1,1,1,0
730,7.004427474,54,0,9080.2,907.2094936,0,1,2,0
6974,65.04127,31,0,78588.29,5616.657455,1,1,1,0
6273,49.64838,33,1,26041.24,4558.993397,0,1,1,0
6751,71.89521,41,1,26098.7,6237.521195,0,0,1,0
3509,19.42268,49,1,13808.1,1996.584616,1,0,1,0
3533,12.00677,38,1,37585.88,2177.704307,0,0,1,1
2513,10.85169,40,1,18846.03,1864.932987,0,0,2,1
5436,50.05258,22,0,22393.09,5005.571485,0,0,1,0
3625,20.89442,84,1,9967.84,2210.526102,2,1,2,0
465,14.58066686,18,0,101000.3,2023.519366,1,0,1,0
6755,65.14451,75,0,28304.56,6104.271738,2,1,1,0
6759,65.54138,56,0,69249.92,6041.694748,0,0,1,1
7991,63.20163,69,1,43374.14,5921.944651,0,0,0,0
157,5.969967132,39,2,20624.31,967.9819136,1,1,1,1
3960,10.29135,68,2,55556.96,1859.062929,0,0,1,1
8832,70.77383,72,1,18961.05,5943.959339,2,0,2,0
5470,60.25968,31,0,44761.66,5269.076385,2,0,1,1
185,3.521499924,81,3,90977.74,823.4933243,0,1,2,0
1002,5.31868521,33,1,66392.52,1070.978131,1,0,1,0
9508,55.87037,36,1,31975.58,5702.76012,1,0,2,0
5623,57.31571,24,3,11566.91,5009.452903,0,1,2,0
400,8.611218573,53,0,26004.59,1261.554565,0,1,1,0
6240,67.09465,65,0,34337.25,5758.811211,1,1,1,0
8940,60.42253,85,2,63887.79,5755.545082,1,1,2,0
9932,55.74644,63,0,62904.47,5673.346337,0,1,2,0
7342,66.60033,50,0,12691.05,6420.118468,0,0,2,0
9832,60.10972,53,1,20602.34,5140.00849,0,0,1,0
8466,62.69829,58,0,52797.42,6310.736148,0,1,1,0
8756,63.90796,35,1,14865.17,6037.703682,1,0,2,0
7958,62.77522,31,0,6814.71,6413.177133,0,0,2,0
1250,9.566169913,39,0,73624.07,1344.903546,0,0,2,0
3143,2.408011,22,1,46677.89,1117.651858,0,0,1,0
7430,48.68893,88,1,32152.08,4615.877756,0,0,1,0
59,7.233605493,49,1,29207.46,676.712908,0,0,2,0
7855,65.45503,69,1,6137.14,5430.052321,0,1,2,0
1113,5.901029789,32,1,19439.54,1259.468498,1,0,1,0
3057,15.6265,41,1,28593.48,1669.627909,0,0,0,0
9569,46.90599,69,0,55779.85,4474.612868,0,0,2,0
1328,5.173463744,83,1,35982.39,825.6469228,0,0,1,0
4995,9.035721,66,0,64534.56,1101.466816,0,1,2,0
6682,50.4403,43,1,33590.24,4918.917802,0,0,1,0
2072,6.799748,36,1,30575.77,965.3809411,0,1,1,0
4793,22.01734,68,0,31096.42,2615.647724,0,1,1,0
6829,43.10629,71,2,35853.17,3771.816061,0,0,1,0
9629,63.01465,46,1,32120.64,5478.106003,0,0,2,0
8218,56.07932,85,0,5425.34,5342.130474,0,0,1,0
7567,71.45998,53,1,72581.13,6754.410408,0,1,1,0
5922,65.51642,18,0,21136.06,5862.216204,0,0,1,1
1550,20.17588966,43,0,10192.86,2359.530807,0,0,2,0
1009,6.524843094,50,2,10181.73,561.4934455,0,0,0,0
3755,3.767302,53,0,11529.46,517.420314,0,0,2,1
8681,57.35881,64,2,17702.11,5233.297186,0,0,2,0
9342,70.46581,35,0,51630.69,6535.516989,2,0,1,0
8009,64.77844,76,2,9880.38,5863.301733,1,0,2,0
3860,14.36438,82,0,8519.2,1445.998649,0,0,2,0
3148,7.802142,85,1,99411.44,1482.48061,1,0,1,0
2519,8.113307,18,1,43415.81,1115.211468,1,0,1,0
3127,7.469813,54,0,44250.65,1290.286524,1,0,1,0
9084,57.94447,27,1,73006.35,5317.113285,0,1,1,0
5316,70.59953,38,2,15693.44,6496.792308,0,1,2,0
1195,7.629294031,54,0,21647.96,940.7924479,0,0,2,0
9050,62.71074,29,0,36088.07,5476.236191,0,0,1,0
879,13.01023159,38,1,36574.2,1469.359942,0,0,2,0
6989,70.03383,66,0,37173.93,6333.556571,0,1,2,0
2487,12.86551,88,1,27140.05,1966.201755,0,1,2,0
2840,15.33274,18,1,38793.75,1983.300598,0,0,2,0
4329,4.723073,40,2,58142.74,660.1932315,0,1,2,0
2930,5.656086,73,0,65905.54,859.2099751,0,0,2,1
6424,64.53,84,0,36835.17,5675.888405,0,0,1,0
2485,7.194779,32,2,90699.09,1457.580613,0,1,1,1
5747,52.51777,49,1,51058.06,5463.709926,1,1,1,0
883,14.04985628,21,0,64292.47,2072.078593,0,0,2,1
4914,11.40635,70,1,49373.8,1685.65475,0,1,1,1
6210,50.24709,37,0,80501.9,4216.911911,2,0,2,0
9578,62.67368,51,0,48667.37,5772.977508,0,1,2,0
211,8.038308899,51,1,10606.59,1092.226042,1,0,2,1
2275,16.16886,18,1,2995.33,2657.509636,1,1,2,0
2328,15.91251,73,0,12610.41,1883.901145,0,1,1,0
4950,2.922427,45,0,36961.91,453.9726524,0,1,1,1
3319,4.026439,69,2,52314.19,967.2708805,0,0,1,0
9834,57.56332,26,2,17492.86,5610.807336,1,0,2,0
4607,24.69325,33,0,52137.85,2693.549899,1,0,1,0
1438,7.989151046,23,0,77548.98,992.3896521,0,0,2,0
467,2.760467902,20,0,69156.25,1283.253595,0,0,2,0
5466,68.90613,43,0,37989.78,6709.021998,0,0,1,0
3329,3.555031,31,2,6749.79,699.0938491,0,0,1,0
5828,71.30912,23,0,23704.58,6667.97528,1,0,1,0
8607,70.40991,84,0,73613.88,6066.79912,0,0,2,0
696,10.85959186,20,1,6396.98,1561.283799,0,1,2,0
7267,68.72245,32,0,39925.59,5864.530305,0,0,1,1
9144,68.98021,40,0,56159.24,6532.644086,1,0,1,0
8180,63.60495,70,0,78356.31,5588.56191,1,0,2,0
9938,58.10724,19,1,42381.63,5672.753791,0,0,2,0
1314,11.03162791,38,1,40392.47,1442.347357,0,0,1,0
2301,4.770815,38,0,22570.85,1550.381641,0,0,2,0
2039,8.962444,67,1,29149.35,1172.296779,0,0,2,0
7108,71.52177,20,0,63533.6,6392.972798,0,1,1,0
3666,5.876252,39,0,18107.56,693.7341041,1,1,1,0
914,4.173314039,21,0,78537.66,1560.361086,0,0,1,0
12,13.01149229,83,0,83671.08,1196.388018,0,0,1,0
8583,64.34133,31,2,20213.18,5581.345203,1,0,1,0
6427,58.46636,49,1,27784.38,5838.178564,2,0,2,0
1536,3.866527859,58,0,23624.95,1297.983536,0,0,1,0
736,4.803306414,81,0,48226.58,857.7406243,0,1,1,0
8201,56.78051,35,1,27361.32,4904.294892,0,1,1,0
8652,71.8434,69,1,2680.5,6337.761157,0,0,1,0
453,9.16272705,21,1,54727.46,1233.975771,1,1,2,0
4345,17.95225,74,1,18620.8,2190.039608,0,0,1,0
927,6.434280902,20,0,7598.57,1482.558282,0,1,1,0
6291,68.60055,32,0,25575.05,6003.332389,0,0,1,0
8281,56.7613,30,0,51460.33,5409.035513,3,0,2,0
8722,59.94097,29,2,29321.25,5143.298984,1,0,1,0
6473,45.72931,61,0,34567.24,4013.312414,1,0,2,0
37,7.161561527,25,2,36229.21,1340.930156,0,1,2,0
5770,70.18932,62,1,39830.33,6735.268525,1,0,2,0
2554,6.732509,88,1,111592.0,1153.214047,0,0,1,0
7632,51.80639,46,0,22487.36,4454.649814,0,0,2,1
9998,71.0956,39,1,16667.58,6468.456752,0,1,1,0
6620,66.58209,61,2,31833.15,5644.111425,0,1,1,0
940,5.915225146,34,1,4493.49,1302.621469,1,1,2,0
7398,46.50319,51,0,40202.64,4034.305669,2,0,2,0
6128,58.6209,30,0,35026.08,5059.515014,1,0,2,1
9829,58.57706,38,3,29203.34,5359.342819,0,0,1,0
2680,8.756923,60,2,23624.9,964.5339675,2,1,0,0
4354,8.285158,32,2,36377.21,1824.879678,0,0,2,0
3058,7.296904,63,3,34127.24,1343.619348,0,0,2,0
7880,49.59993,22,1,28516.89,4480.828708,0,1,2,0
738,6.503513341,35,2,15603.09,1495.554533,0,0,1,0
538,10.6312597,25,3,31159.95,1720.167182,0,0,2,0
3325,10.13511,79,1,51224.64,1097.624148,0,0,0,0
4239,8.361438,43,0,50673.99,1057.86587,0,0,1,0
1400,7.59915732,45,0,55370.33,972.4555268,0,0,2,0
4046,7.91447,82,0,2477.91,831.3672853,1,0,1,0
5137,43.29117,59,5,46015.65,3946.79376,0,0,1,0
4229,3.367927,80,2,60909.21,722.0495418,0,0,1,0
4191,23.40043,36,3,28799.35,2772.321832,1,0,1,0
9142,59.84973,89,1,7014.13,5552.256288,0,0,1,0
5538,66.17528,79,2,38096.62,5639.931173,0,0,1,0
2692,3.628867,86,2,40316.05,601.2192303,0,0,1,1
5340,67.05213,28,0,15392.91,6626.798645,0,0,1,0
9917,42.24311,32,0,57606.63,3928.137514,0,0,1,0
7670,60.89154,40,0,32935.41,5673.309041,0,0,2,0
